,Url,id,year,brand,model,bodytype,drivingconfiguration,Odometer,Price
128,https:/www.kijiji.ca/v-cars-trucks/ottawa/2016-subaru-impreza-2-0i-w-touring-pkg/1489489413?undefined,1489489413,2016,Subaru,Impreza,Sedan,All-wheel drive (AWD),"83,042",15495.00
129,https:/www.kijiji.ca/v-cars-trucks/oshawa-durham-region/2006-subaru-impreza-awd-2-5i-7995/1498335748?undefined,1498335748,2006,Subaru,Impreza,Sedan,Other,"106,422",7995.00
130,https:/www.kijiji.ca/v-cars-trucks/gatineau/subaru-impreza-wrx-2002-pas-dechange-no-trades/1498328465?undefined,1498328465,2002,Subaru,Impreza,Sedan,All-wheel drive (AWD),"384,047",7000.00
131,https:/www.kijiji.ca/v-cars-trucks/oakville-halton-region/2009-subaru-impreza/1489826749?undefined,1489826749,2009,Subaru,Impreza,Sedan,N/A,"112,500",6500.00
132,https:/www.kijiji.ca/v-cars-trucks/city-of-toronto/2011-subaru-impreza-2-5i-w-sport-pkg-touring-awd-no-accident/1498329964?undefined,1498329964,2011,Subaru,Impreza,Sedan,All-wheel drive (AWD),"154,367",7995.00
133,https:/www.kijiji.ca/v-cars-trucks/ottawa/2007-subaru-impreza-2-5i/1498297784?undefined,1498297784,2007,Subaru,Impreza,Hatchback,All-wheel drive (AWD),"199,000",2990.00
134,https:/www.kijiji.ca/v-cars-trucks/city-of-toronto/2012-subaru-impreza-2-0i-w-touring-pkg-clean-carfax-certified/1498293397?undefined,1498293397,2012,Subaru,Impreza,Sedan,All-wheel drive (AWD),"216,027",7200.00
135,https:/www.kijiji.ca/v-cars-trucks/north-bay/2017-subaru-impreza-5dr-hb-cvt-touring/1488048060,1488048060,2017,Subaru,Impreza,Sedan,Other,"44,369",16995.00
136,https:/www.kijiji.ca/v-cars-trucks/ottawa/2011-subaru-impreza-2-5i-limited-pkg-awesome-deal-certified-wrty/1488487124,1488487124,2011,Subaru,Impreza,Sedan,All-wheel drive (AWD),"161,000",6990.00
137,https:/www.kijiji.ca/v-cars-trucks/guelph/2018-subaru-impreza-sport/1480823396,1480823396,2018,Subaru,Impreza,Sedan,All-wheel drive (AWD),"28,651",23182.00
138,https:/www.kijiji.ca/v-cars-trucks/kitchener-waterloo/2008-subaru-impreza-2-5i-sport-serviced-must-see-awd/1480408894,1480408894,2008,Subaru,Impreza,Hatchback,All-wheel drive (AWD),"218,000",4995.00
139,https:/www.kijiji.ca/v-cars-trucks/city-of-toronto/2013-subaru-impreza-awd-bluetooth-well-maintained-sharpe-cert/1466475617,1466475617,2013,Subaru,Impreza,Hatchback,All-wheel drive (AWD),"130,014",9388.00
140,https:/www.kijiji.ca/v-cars-trucks/city-of-toronto/2012-subaru-impreza-2-0i-w-touring-pkg-clean-carfax-certified/1498293397?undefined,1498293397,2012,Subaru,Impreza,Sedan,All-wheel drive (AWD),"216,027",7200.00
141,https:/www.kijiji.ca/v-cars-trucks/city-of-toronto/2010-subaru-impreza-kim-187354-colour:grey-price-6100/1498289496?undefined,1498289496,2010,Subaru,Impreza,Hatchback,All-wheel drive (AWD),"187,354",6100.00
142,https:/www.kijiji.ca/v-cars-trucks/barrie/2016-subaru-impreza-camera-certified-financing-warranty-2/1488234695?undefined,1488234695,2016,Subaru,Impreza,Hatchback,All-wheel drive (AWD),"101,666",13600.00
143,https:/www.kijiji.ca/v-cars-trucks/barrie/2015-subaru-impreza-47000km/1498268201?undefined,1498268201,2015,Subaru,Impreza,Sedan,All-wheel drive (AWD),"47,000",12000.00
144,https:/www.kijiji.cahttps://www.kijijiautos.ca/vip/processing/13793034/?undefined,1491259735,N/A,N/A,N/A,N/A,N/A,N/A,N/A
145,https:/www.kijiji.ca/v-cars-trucks/mississauga-peel-region/2015-subaru-impreza-2-99-financing-6-months-deferral-awd/1490894386?undefined,1490894386,2015,Subaru,Impreza,Hatchback,Other,"92,000",12888.00
146,https:/www.kijiji.ca/v-cars-trucks/ottawa/2012-subaru-impreza-2-0i-touring-package/1496213738?undefined,1496213738,2012,Subaru,Impreza,Sedan,All-wheel drive (AWD),"158,300",6995.00
147,https:/www.kijiji.ca/v-cars-trucks/oakville-halton-region/2011-subaru-impreza-wrx-wrx-awd-5-speed-manual-hatchback-certifi/1474237179?undefined,1474237179,2011,Subaru,Impreza,Wagon,All-wheel drive (AWD),"180,670",12795.00
148,https:/www.kijiji.ca/v-cars-trucks/kitchener-waterloo/2017-subaru-impreza-2-0i-premium-awd-hatch-camera-touchscreen-bl/1461179762?undefined,1461179762,2017,Subaru,Impreza,Hatchback,All-wheel drive (AWD),"48,489",17490.00
149,https:/www.kijiji.ca/v-cars-trucks/oakville-halton-region/2013-subaru-impreza-wrx-wrx-sport-tech-awd-manual-sunroof-certif/1485845439?undefined,1485845439,2013,Subaru,Impreza,Wagon,All-wheel drive (AWD),"168,571",14495.00
150,https:/www.kijiji.ca/v-cars-trucks/ottawa/2017-subaru-impreza-sport/1472877281?undefined,1472877281,2017,Subaru,Impreza,Sedan,All-wheel drive (AWD),"35,645",24998.00
151,https:/www.kijiji.ca/v-cars-trucks/ottawa/2015-subaru-impreza-2-0i-w-limited-tech-pkg/1491767535?undefined,1491767535,2015,Subaru,Impreza,Wagon,All-wheel drive (AWD),"47,470",18998.00
152,https:/www.kijiji.ca/v-cars-trucks/ottawa/2016-subaru-impreza-2-0i-w-limited-pkg/1497177199?undefined,1497177199,2016,Subaru,Impreza,Hatchback,All-wheel drive (AWD),"39,238",18998.00
153,https:/www.kijiji.ca/v-cars-trucks/peterborough/2010-subaru-impreza/1498225811?undefined,1498225811,2010,Subaru,Impreza,Hatchback,All-wheel drive (AWD),"165,000",5500.00
154,https:/www.kijiji.ca/v-cars-trucks/peterborough/2008-subaru-impreza/1498219841?undefined,1498219841,2008,Subaru,Impreza,Sedan,All-wheel drive (AWD),"270,000",1200.00
155,https:/www.kijiji.ca/v-cars-trucks/kingston-on/2012-subaru-impreza-confidence-in-motion-awd/1498204011?undefined,1498204011,2012,Subaru,Impreza,Hatchback,All-wheel drive (AWD),"186,800",6650.00
156,https:/www.kijiji.ca/v-cars-trucks/kitchener-waterloo/2011-subaru-impreza-2-5i-premium-awd-hatch-only-125-km-1-owner/1489916302?undefined,1489916302,2011,Subaru,Impreza,Hatchback,All-wheel drive (AWD),"125,214",8990.00
157,https:/www.kijiji.ca/v-cars-trucks/kitchener-waterloo/2013-subaru-impreza-2-0i-premium-hatch-only-119-km-accident-r/1489916298?undefined,1489916298,2013,Subaru,Impreza,Hatchback,All-wheel drive (AWD),"119,521",9990.00
158,https:/www.kijiji.ca/v-cars-trucks/city-of-toronto/2016-subaru-impreza-2-0i-touring-package-dealer-maintained/1494331461?undefined,1494331461,2016,Subaru,Impreza,Wagon,All-wheel drive (AWD),"99,800",13488.00
159,https:/www.kijiji.ca/v-cars-trucks/sarnia/2010-subaru-impreza-wrx-sti/1469127207?undefined,1469127207,2010,Subaru,Impreza,Hatchback,All-wheel drive (AWD),"168,604",15009.00
160,https:/www.kijiji.ca/v-cars-trucks/gatineau/2011-subaru-impreza-as-is-power-group-a-c-as-is-power-group-a-c/1484793464?undefined,1484793464,2011,Subaru,Impreza,Sedan,All-wheel drive (AWD),"147,497",6488.00
161,https:/www.kijiji.ca/v-cars-trucks/mississauga-peel-region/2013-subaru-impreza-5dr-hb-cvt-2-0i-w-limited-pkg/1484787877?undefined,1484787877,2013,Subaru,Impreza,Sedan,All-wheel drive (AWD),"229,000",7390.00
162,https:/www.kijiji.ca/v-cars-trucks/city-of-toronto/2011-subaru-impreza-wrx-w-limited-pkg-new-clutch/1474898515?undefined,1474898515,2011,Subaru,Impreza,Sedan,All-wheel drive (AWD),"130,000",13990.00
163,https:/www.kijiji.ca/v-cars-trucks/markham-york-region/2010-subaru-impreza-wrx-2-5-turbo/1498187541?undefined,1498187541,2010,Subaru,Impreza,Sedan,All-wheel drive (AWD),"132,000",10500.00
164,https:/www.kijiji.ca/v-cars-trucks/markham-york-region/2007-impreza/1498160201?undefined,1498160201,2007,Subaru,Impreza,Sedan,All-wheel drive (AWD),"60,000",8000.00
165,https:/www.kijiji.ca/v-cars-trucks/ottawa/2008-subaru-impreza-2-5i-sport/1491675288?undefined,1491675288,2008,Subaru,Impreza,Wagon,All-wheel drive (AWD),"159,234",7995.00
166,https:/www.kijiji.ca/v-cars-trucks/city-of-toronto/2011-subaru-impreza-2-5i-w-limited-pkg/1487848643?undefined,1487848643,2011,Subaru,Impreza,Sedan,All-wheel drive (AWD),"167,000",6995.00
167,https:/www.kijiji.ca/v-cars-trucks/city-of-toronto/looking-for-a-cheap-subaru-impreza-sedan-or-hatchback/1498097757?undefined,1498097757,2007,Subaru,Impreza,Sedan,N/A,"120,000",2000.00
168,https:/www.kijiji.ca/v-cars-trucks/st-catharines/2001-impreza/1498094738?undefined,1498094738,2001,Subaru,Impreza,Coupe (2 door),N/A,3,N/A
169,https:/www.kijiji.ca/v-cars-trucks/gatineau/subaru-2004-rs-nego-ou-echange/1498083975?undefined,1498083975,2004,Subaru,Impreza,Other,All-wheel drive (AWD),"232,000",2000.00
170,https:/www.kijiji.ca/v-cars-trucks/city-of-toronto/2009-subaru-impreza-sport/1498082387?undefined,1498082387,2009,Subaru,Impreza,Hatchback,All-wheel drive (AWD),"196,500",4000.00
171,https:/www.kijiji.ca/v-cars-trucks/ottawa/2018-subaru-impreza-convenience-only-28-000kms-backup-camera/1489705304?undefined,1489705304,2018,Subaru,Impreza,Wagon,All-wheel drive (AWD),"28,678",19300.00
172,https:/www.kijiji.ca/v-cars-trucks/st-catharines/2016-subaru-impreza-2-0i-touring-awd-1-owner-28-285-km-c/1489705201?undefined,1489705201,2016,Subaru,Impreza,Hatchback,All-wheel drive (AWD),"28,285",16798.00
173,https:/www.kijiji.ca/v-cars-trucks/thunder-bay/wtb-subaru-impreza-gc8-or-any-90s-subaru/1498016612?undefined,1498016612,1990,Subaru,Impreza,Other,N/A,"10,000",N/A
174,https:/www.kijiji.ca/v-cars-trucks/thunder-bay/2015-subaru-impreza-2-0i-touring-package-no-accidents-bac/1489036422?undefined,1489036422,2015,Subaru,Impreza,Sedan,All-wheel drive (AWD),"66,744",14995.00
175,https:/www.kijiji.ca/v-cars-trucks/oakville-halton-region/2012-subaru-impreza-2-0i-w-touring-pkg-sunroof-bluetooth-heated/1490196757?undefined,1490196757,2012,Subaru,Impreza,Wagon,All-wheel drive (AWD),"181,300",6990.00
176,https:/www.kijiji.ca/v-cars-trucks/kitchener-waterloo/2017-subaru-impreza-convenience-blue-tooth-rear-camera/1462822869?undefined,1462822869,2017,Subaru,Impreza,Wagon,All-wheel drive (AWD),"37,294",20995.00
177,https:/www.kijiji.ca/v-cars-trucks/guelph/2018-subaru-impreza-sport/1480823396?undefined,1480823396,2018,Subaru,Impreza,Sedan,All-wheel drive (AWD),"28,651",23182.00
178,https:/www.kijiji.ca/v-cars-trucks/markham-york-region/2007-black-subaru-impreza-special-edition-hawkeye-winter-beast/1480393625?undefined,1480393625,2007,Subaru,Impreza,Sedan,All-wheel drive (AWD),"220,000",4500.00
179,https:/www.kijiji.ca/v-cars-trucks/london/2014-subaru-impreza-2-0i/1470486789?undefined,1470486789,2014,Subaru,Impreza,Sedan,All-wheel drive (AWD),"165,810",9995.00
180,https:/www.kijiji.ca/v-cars-trucks/city-of-toronto/2013-subaru-impreza-awd-bluetooth-well-maintained-sharpe-cert/1466475617,1466475617,2013,Subaru,Impreza,Hatchback,All-wheel drive (AWD),"130,014",9388.00
181,https:/www.kijiji.ca/v-cars-trucks/city-of-toronto/2012-subaru-impreza-2-0i-w-touring-pkg-open-by-appt-416-271-9996/1496696225,1496696225,2012,Subaru,Impreza,Sedan,All-wheel drive (AWD),"124,101",7500.00
182,https:/www.kijiji.ca/v-cars-trucks/kitchener-waterloo/2008-subaru-impreza-2-5i-sport-serviced-must-see-awd/1480408894,1480408894,2008,Subaru,Impreza,Hatchback,All-wheel drive (AWD),"218,000",4995.00
183,https:/www.kijiji.ca/v-cars-trucks/ottawa/2011-subaru-impreza-2-5i-limited-pkg-awesome-deal-certified-wrty/1488487124,1488487124,2011,Subaru,Impreza,Sedan,All-wheel drive (AWD),"161,000",6990.00
184,https:/www.kijiji.ca/v-cars-trucks/st-catharines/2017-subaru-impreza-awd-nav-leather-sunroof/1429238882,1429238882,2017,Subaru,Impreza,Hatchback,All-wheel drive (AWD),"91,029",15000.00
185,https:/www.kijiji.ca/v-cars-trucks/london/2014-subaru-impreza-2-0i/1470486789?undefined,1470486789,2014,Subaru,Impreza,Sedan,All-wheel drive (AWD),"165,810",9995.00
186,https:/www.kijiji.ca/v-cars-trucks/ottawa/2016-subaru-impreza-2-0i-w-sport-pkg/1494327598?undefined,1494327598,2016,Subaru,Impreza,Sedan,All-wheel drive (AWD),"68,418",16998.00
187,https:/www.kijiji.ca/v-cars-trucks/city-of-toronto/impreza/1497896937?undefined,1497896937,2008,Subaru,Impreza,Hatchback,N/A,"259,000",3300.00
188,https:/www.kijiji.ca/v-cars-trucks/city-of-toronto/2012-subaru-impreza-2-0i/1484621203?undefined,1484621203,2012,Subaru,Impreza,Hatchback,All-wheel drive (AWD),"140,851",6499.00
189,https:/www.kijiji.cahttps://www.kijijiautos.ca/vip/processing/12452469/?undefined,1474706022,N/A,N/A,N/A,N/A,N/A,N/A,N/A
190,https:/www.kijiji.ca/v-cars-trucks/city-of-toronto/2018-subaru-impreza-sport-tech/1494125988?undefined,1494125988,2018,Subaru,Impreza,Sedan,All-wheel drive (AWD),"57,000",17900.00
191,https:/www.kijiji.ca/v-cars-trucks/hamilton/2018-subaru-impreza-2-0-i-sport-tech-1-owner-no-accidents/1489527749?undefined,1489527749,2018,Subaru,Impreza,Sedan,All-wheel drive (AWD),"34,091",23700.00
192,https:/www.kijiji.ca/v-cars-trucks/mississauga-peel-region/2017-subaru-impreza-2-0i-awd-1-owner-no-accidents/1489499739?undefined,1489499739,2017,Subaru,Impreza,Sedan,All-wheel drive (AWD),"65,000",15994.00
193,https:/www.kijiji.ca/v-cars-trucks/sudbury/2013-subaru-impreza-premium-hatchback-awd-certified/1495932052?undefined,1495932052,2013,Subaru,Impreza,Hatchback,All-wheel drive (AWD),"127,000",9995.00
194,https:/www.kijiji.ca/v-cars-trucks/gatineau/07-subaru-impreza-awd-warranty-safety/1497837326?undefined,1497837326,2007,Subaru,Impreza,Wagon,All-wheel drive (AWD),"141,000",3995.00
195,https:/www.kijiji.ca/v-cars-trucks/sarnia/2006-subaru-impreza-wagon/1497744981?undefined,1497744981,2006,Subaru,Impreza,Hatchback,All-wheel drive (AWD),"198,000",3500.00
196,https:/www.kijiji.ca/v-cars-trucks/oshawa-durham-region/2011-subaru-impreza-4dr-sdn-auto-2-5i-w-limited-pkg/1497739190?undefined,1497739190,2011,Subaru,Impreza,Sedan,All-wheel drive (AWD),"133,370",7950.00
197,https:/www.kijiji.ca/v-cars-trucks/city-of-toronto/2015-subaru-impreza-2-0i-w-touring-pkg-1-owner-bluetooth-camera/1489487737?undefined,1489487737,2015,Subaru,Impreza,Hatchback,Other,"49,401",16495.00
198,https:/www.kijiji.ca/v-cars-trucks/city-of-toronto/2004-subaru-impreza-for-sale/1497623491?undefined,1497623491,2004,Subaru,Impreza,Wagon,N/A,"307,038",2200.00
199,https:/www.kijiji.ca/v-cars-trucks/hamilton/2017-subaru-impreza-sport-new-arrival/1497611895?undefined,1497611895,2017,Subaru,Impreza,Wagon,All-wheel drive (AWD),"31,627",21988.00
200,https:/www.kijiji.ca/v-cars-trucks/mississauga-peel-region/2011-subaru-impreza-wrx-virtual-viewing-and-test-drives/1489322012?undefined,1489322012,2011,Subaru,Impreza,Sedan,All-wheel drive (AWD),"148,000",12995.00
201,https:/www.kijiji.ca/v-cars-trucks/city-of-toronto/2018-subaru-impreza-touring-1-owner-bluetooth-backcamera-heatsea/1493963030?undefined,1493963030,2018,Subaru,Impreza,Hatchback,Other,"40,327",20495.00
202,https:/www.kijiji.ca/v-cars-trucks/ottawa/2019-subaru-impreza-base/1474306858?undefined,1474306858,2019,Subaru,Impreza,Hatchback,All-wheel drive (AWD),"26,000",22444.00
203,https:/www.kijiji.ca/v-cars-trucks/oakville-halton-region/2017-subaru-impreza-5dr-sport-tech-cvt-w-tech/1474237147?undefined,1474237147,2017,Subaru,Impreza,Hatchback,N/A,"65,659",20987.00
204,https:/www.kijiji.ca/v-cars-trucks/markham-york-region/2010-subaru-impreza-awd-manual-2-5-air-and-more/1474229307?undefined,1474229307,2010,Subaru,Impreza,Sedan,All-wheel drive (AWD),"143,382",6990.00
205,https:/www.kijiji.ca/v-cars-trucks/barrie/2011-subaru-impreza-2-5i-awd-power-windows-locks-alloy-wheel/1474229237?undefined,1474229237,2011,Subaru,Impreza,Sedan,All-wheel drive (AWD),"198,034",9990.00
206,https:/www.kijiji.ca/v-cars-trucks/city-of-toronto/2013-subaru-impreza-hb-cvt-sport-pkg-backup-cam-sunroof-17-all/1467381192?undefined,1467381192,2013,Subaru,Impreza,Hatchback,All-wheel drive (AWD),"146,876",10498.00
207,https:/www.kijiji.ca/v-cars-trucks/mississauga-peel-region/2009-subaru-impreza/1497570163?undefined,1497570163,2009,Subaru,Impreza,Hatchback,All-wheel drive (AWD),"179,450",3000.00
208,https:/www.kijiji.ca/v-cars-trucks/oakville-halton-region/2009-subaru-impreza-2-5-hatchback/1497555524?undefined,1497555524,2009,Subaru,Impreza,Hatchback,All-wheel drive (AWD),"223,378",2000.00
209,https:/www.kijiji.ca/v-cars-trucks/mississauga-peel-region/2007-subaru-awd-impreza/1497511044?undefined,1497511044,2007,Subaru,Impreza,Wagon,All-wheel drive (AWD),"260,000",3500.00
210,https:/www.kijiji.ca/v-cars-trucks/st-catharines/2015-subaru-impreza-wrx/1497471124?undefined,1497471124,2015,Subaru,Impreza,Sedan,All-wheel drive (AWD),"105,000",N/A
211,https:/www.kijiji.ca/v-cars-trucks/gatineau/2011-subaru-wrx-limited-hatchback/1497460826?undefined,1497460826,2011,Subaru,Impreza,Wagon,All-wheel drive (AWD),"190,000",13900.00
212,https:/www.kijiji.ca/v-cars-trucks/kitchener-waterloo/2014-subaru-impreza-2-0i-limited-package-leather-awd-cert/1483995516?undefined,1483995516,2014,Subaru,Impreza,Wagon,All-wheel drive (AWD),"110,000",14249.00
213,https:/www.kijiji.ca/v-cars-trucks/oshawa-durham-region/2016-subaru-impreza-2-0i-sport-package/1483995283?undefined,1483995283,2016,Subaru,Impreza,Wagon,All-wheel drive (AWD),"52,835",17295.00
214,https:/www.kijiji.ca/v-cars-trucks/gatineau/subaru-impreza-2010-sport-head-gasket-leak/1497379450?undefined,1497379450,2010,Subaru,Impreza,Wagon,All-wheel drive (AWD),"182,000",4000.00
215,https:/www.kijiji.ca/v-cars-trucks/oshawa-durham-region/2017-subaru-impreza-sport/1481539430?undefined,1481539430,2017,Subaru,Impreza,Sedan,All-wheel drive (AWD),"70,822",18895.00
216,https:/www.kijiji.ca/v-cars-trucks/oakville-halton-region/2010-subaru-wrx-impreza/1464360043?undefined,1464360043,2010,Subaru,Impreza,Sedan,All-wheel drive (AWD),"172,572",10500.00
217,https:/www.kijiji.ca/v-cars-trucks/mississauga-peel-region/2007-subaru-wrx-limited-low-km/1497316155?undefined,1497316155,2007,Subaru,Impreza,Sedan,All-wheel drive (AWD),"143,000",10000.00
218,https:/www.kijiji.ca/v-cars-trucks/london/subaru-impreza/1497308275?undefined,1497308275,2015,Subaru,Impreza,Sedan,All-wheel drive (AWD),"45,944",17000.00
219,https:/www.kijiji.ca/v-cars-trucks/north-bay/2006-subaru-impreza/1497279103?undefined,1497279103,2006,Subaru,Impreza,Wagon,All-wheel drive (AWD),"212,250",2750.00
220,https:/www.kijiji.ca/v-cars-trucks/cornwall-on/subaru-impreza-touring-2011/1497264386?undefined,1497264386,2011,Subaru,Impreza,Other,All-wheel drive (AWD),"141,000",7000.00
221,https:/www.kijiji.ca/v-cars-trucks/cornwall-on/subaru-impreza-touring-2011/1497264395?undefined,1497264395,2011,Subaru,Impreza,Other,All-wheel drive (AWD),"141,000",7000.00
222,https:/www.kijiji.ca/v-cars-trucks/markham-york-region/2010-subaru-impreza-5-speed-manual/1486953804?undefined,1486953804,2010,Subaru,Impreza,Sedan,All-wheel drive (AWD),"206,100",4995.00
223,https:/www.kijiji.ca/v-cars-trucks/city-of-toronto/2013-subaru-impreza-white-34-000km/1472742085?undefined,1472742085,2013,Subaru,Impreza,Sedan,All-wheel drive (AWD),"34,000",11995.00
224,https:/www.kijiji.ca/v-cars-trucks/brantford/2010-subaru-impreza-rs/1497262959?undefined,1497262959,2010,Subaru,Impreza,Hatchback,All-wheel drive (AWD),"110,000",9000.00
225,https:/www.kijiji.ca/v-cars-trucks/city-of-toronto/2012-subaru-impreza-2-0i-w-touring-pkg-open-by-appt-416-271-9996/1496696225,1496696225,2012,Subaru,Impreza,Sedan,All-wheel drive (AWD),"124,101",7500.00
226,https:/www.kijiji.ca/v-cars-trucks/guelph/2018-subaru-impreza-sport/1480823396,1480823396,2018,Subaru,Impreza,Sedan,All-wheel drive (AWD),"28,651",23182.00
227,https:/www.kijiji.ca/v-cars-trucks/north-bay/2017-subaru-impreza-5dr-hb-cvt-touring/1488048060,1488048060,2017,Subaru,Impreza,Sedan,Other,"44,369",16995.00
228,https:/www.kijiji.ca/v-cars-trucks/kitchener-waterloo/2008-subaru-impreza-2-5i-sport-serviced-must-see-awd/1480408894,1480408894,2008,Subaru,Impreza,Hatchback,All-wheel drive (AWD),"218,000",4995.00
229,https:/www.kijiji.ca/v-cars-trucks/st-catharines/2017-subaru-impreza-awd-nav-leather-sunroof/1429238882,1429238882,2017,Subaru,Impreza,Hatchback,All-wheel drive (AWD),"91,029",15000.00
230,https:/www.kijiji.ca/v-cars-trucks/brantford/2010-subaru-impreza-rs/1497262959?undefined,1497262959,2010,Subaru,Impreza,Hatchback,All-wheel drive (AWD),"110,000",9000.00
231,https:/www.kijiji.ca/v-cars-trucks/city-of-toronto/2013-subaru-impreza-limited-manual-leather-navi-sunroof/1456255274?undefined,1456255274,2013,Subaru,Impreza,Sedan,All-wheel drive (AWD),"180,000",7780.00
232,https:/www.kijiji.ca/v-cars-trucks/woodstock-on/2004-subaru/1497089340?undefined,1497089340,2004,Subaru,Impreza,Wagon,All-wheel drive (AWD),"275,000",1100.00
233,https:/www.kijiji.ca/v-cars-trucks/oakville-halton-region/2004-subaru-impreza-hatch-runs-perfect-190k-everything-works/1497163784?undefined,1497163784,2004,Subaru,Impreza,Hatchback,All-wheel drive (AWD),"190,000",3000.00
234,https:/www.kijiji.cahttps://www.kijijiautos.ca/vip/processing/13554601/?undefined,1488710175,N/A,N/A,N/A,N/A,N/A,N/A,N/A
235,https:/www.kijiji.ca/v-cars-trucks/st-catharines/2008-subaru-impreza-wrx/1486643145?undefined,1486643145,2008,Subaru,Impreza,Sedan,All-wheel drive (AWD),"213,300",5995.00
236,https:/www.kijiji.ca/v-cars-trucks/kitchener-waterloo/2016-subaru-impreza-2-0i-sport-package-back-up-camera-sunro/1483674335?undefined,1483674335,2016,Subaru,Impreza,Wagon,All-wheel drive (AWD),"56,000",16749.00
237,https:/www.kijiji.ca/v-cars-trucks/markham-york-region/2019-subaru-impreza-sport-sport-pkg-awd-no-accidents/1493541372?undefined,1493541372,2019,Subaru,Impreza,Wagon,All-wheel drive (AWD),"40,525",22390.00
238,https:/www.kijiji.ca/v-cars-trucks/oakville-halton-region/2019-subaru-impreza-4dr-sport-cvt/1473640849?undefined,1473640849,2019,Subaru,Impreza,Sedan,N/A,"16,849",24545.00
239,https:/www.kijiji.ca/v-cars-trucks/city-of-toronto/2013-subaru-impreza-2-0i-awd-clean-safety-included/1461810811?undefined,1461810811,2013,Subaru,Impreza,Sedan,All-wheel drive (AWD),"177,947",7995.00
240,https:/www.kijiji.ca/v-cars-trucks/ottawa/2008-subaru-impreza/1497115343?undefined,1497115343,2008,Subaru,Impreza,Hatchback,N/A,220,1700.00
241,https:/www.kijiji.ca/v-cars-trucks/city-of-toronto/very-clean-subaru-impreza/1497049691?undefined,1497049691,2009,Subaru,Impreza,Hatchback,N/A,"267,000",4700.00
242,https:/www.kijiji.ca/v-cars-trucks/oakville-halton-region/2016-subaru-impreza-2-0i/1493499690?undefined,1493499690,2016,Subaru,Impreza,Hatchback,Other,"30,124",16998.00
243,https:/www.kijiji.ca/v-cars-trucks/city-of-toronto/2010-subaru-impreza-manual-leather-sport-package-no-accide/1493405739?undefined,1493405739,2010,Subaru,Impreza,Wagon,All-wheel drive (AWD),"174,866",8888.00
244,https:/www.kijiji.ca/v-cars-trucks/city-of-toronto/2017-subaru-impreza-sport/1483511763?undefined,1483511763,2017,Subaru,Impreza,Wagon,All-wheel drive (AWD),"65,220",19588.00
245,https:/www.kijiji.ca/v-cars-trucks/markham-york-region/2009-subaru-impreza-1-owner-manual-heated-seats-and-more/1488514815?undefined,1488514815,2009,Subaru,Impreza,Sedan,All-wheel drive (AWD),"128,207",6990.00
246,https:/www.kijiji.ca/v-cars-trucks/gatineau/2019-subaru-impreza-convenience-2-0l/1497003597?undefined,1497003597,2019,Subaru,Impreza,Sedan,All-wheel drive (AWD),"41,000",12000.00
247,https:/www.kijiji.ca/v-cars-trucks/markham-york-region/2002-subaru-rs-blue/1476900448?undefined,1476900448,2002,Subaru,Impreza,Sedan,All-wheel drive (AWD),"193,000",1500.00
248,https:/www.kijiji.ca/v-cars-trucks/barrie/2015-subaru-impreza-47000kms-12000-trades-welcome/1496910763?undefined,1496910763,2015,Subaru,Impreza,Sedan,All-wheel drive (AWD),"47,000",12000.00
249,https:/www.kijiji.ca/v-cars-trucks/markham-york-region/2017-subaru-impreza-touring-digitally-open-off-lease/1496888302?undefined,1496888302,2017,Subaru,Impreza,Wagon,All-wheel drive (AWD),"62,535",16488.00
250,https:/www.kijiji.ca/v-cars-trucks/city-of-toronto/2017-subaru-impreza-5dr-hb-cvt-convenience/1496879476?undefined,1496879476,2017,Subaru,Impreza,Hatchback,All-wheel drive (AWD),"12,821",17998.00
251,https:/www.kijiji.ca/v-cars-trucks/guelph/2014-subaru-impreza-premium-plus-5-door-s-r/1488384084?undefined,1488384084,2014,Subaru,Impreza,Wagon,All-wheel drive (AWD),"189,609",8295.00
252,https:/www.kijiji.ca/v-cars-trucks/city-of-toronto/2011-subaru-impreza-wrx-sti-w-tech-pkg-navigation-rear-view-ca/1473372745?undefined,1473372745,2011,Subaru,Impreza,Sedan,All-wheel drive (AWD),"120,000",13995.00
253,https:/www.kijiji.ca/v-cars-trucks/markham-york-region/2013-subaru-impreza-sold/1493269091?undefined,1493269091,2013,Subaru,Impreza,Hatchback,All-wheel drive (AWD),"182,737",6990.00
254,https:/www.kijiji.ca/v-cars-trucks/city-of-toronto/2020-subaru-impreza-sport-4-door-auto/1475706573?undefined,1475706573,2020,Subaru,Impreza,Sedan,All-wheel drive (AWD),700,30307.00
255,https:/www.kijiji.ca/v-cars-trucks/city-of-toronto/2020-subaru-impreza-sport-5-door-auto-moonroof-heated-seats/1493239040?undefined,1493239040,2020,Subaru,Impreza,Hatchback,Other,99,28324.00
256,https:/www.kijiji.ca/v-cars-trucks/city-of-toronto/2020-subaru-impreza-sport-tech-4-door-leather-moonroof-gps-n/1493239035?undefined,1493239035,2020,Subaru,Impreza,Sedan,Other,99,30324.00
257,https:/www.kijiji.ca/v-cars-trucks/barrie/2018-subaru-impreza-2-0i-sport-4-door-auto/1493238038?undefined,1493238038,2018,Subaru,Impreza,Other,Other,"53,452",21500.00
